,Sentence,Subject,Relation,Object
2962,"I have a knack for it. It must be strange for you coming into this room. I was standing right here when it happened. He was very brave, your brother. Your father too. They didn't deserve to die like that. Nobody deserves to die like that. Jaime Lannister said to Eddard Stark.",I,have,knack
2963,"I have a knack for it. It must be strange for you coming into this room. I was standing right here when it happened. He was very brave, your brother. Your father too. They didn't deserve to die like that. Nobody deserves to die like that. Jaime Lannister said to Eddard Stark.",you,coming into,room
2964,"I have a knack for it. It must be strange for you coming into this room. I was standing right here when it happened. He was very brave, your brother. Your father too. They didn't deserve to die like that. Nobody deserves to die like that. Jaime Lannister said to Eddard Stark.",It,be,must strange
2965,"I have a knack for it. It must be strange for you coming into this room. I was standing right here when it happened. He was very brave, your brother. Your father too. They didn't deserve to die like that. Nobody deserves to die like that. Jaime Lannister said to Eddard Stark.",They,die like,that
2966,"I have a knack for it. It must be strange for you coming into this room. I was standing right here when it happened. He was very brave, your brother. Your father too. They didn't deserve to die like that. Nobody deserves to die like that. Jaime Lannister said to Eddard Stark.",Nobody,deserves,die like that
2967,"I have a knack for it. It must be strange for you coming into this room. I was standing right here when it happened. He was very brave, your brother. Your father too. They didn't deserve to die like that. Nobody deserves to die like that. Jaime Lannister said to Eddard Stark.",Nobody,die like,that
2968,"I have a knack for it. It must be strange for you coming into this room. I was standing right here when it happened. He was very brave, your brother. Your father too. They didn't deserve to die like that. Nobody deserves to die like that. Jaime Lannister said to Eddard Stark.",Nobody,deserves,die
2969,"I have a knack for it. It must be strange for you coming into this room. I was standing right here when it happened. He was very brave, your brother. Your father too. They didn't deserve to die like that. Nobody deserves to die like that. Jaime Lannister said to Eddard Stark.",Jaime Lannister,said to,Eddard Stark
2970,"500 men just stood there and watched. All the great knights of the Seven Kingdoms. You think anyone said a word, lifted a finger? No, Lord Stark. 500 men and this room was silent as a crypt. Except for the screams, of course, and the Mad King laughing. And later... When I watched the Mad King die, I remembered him laughing as your father burned... It felt like justice. Jaime Lannister said to Eddard Stark.",men,stood,there
2971,"500 men just stood there and watched. All the great knights of the Seven Kingdoms. You think anyone said a word, lifted a finger? No, Lord Stark. 500 men and this room was silent as a crypt. Except for the screams, of course, and the Mad King laughing. And later... When I watched the Mad King die, I remembered him laughing as your father burned... It felt like justice. Jaime Lannister said to Eddard Stark.",men,just stood,there
2972,"500 men just stood there and watched. All the great knights of the Seven Kingdoms. You think anyone said a word, lifted a finger? No, Lord Stark. 500 men and this room was silent as a crypt. Except for the screams, of course, and the Mad King laughing. And later... When I watched the Mad King die, I remembered him laughing as your father burned... It felt like justice. Jaime Lannister said to Eddard Stark.",500 men,stood,there
2973,"500 men just stood there and watched. All the great knights of the Seven Kingdoms. You think anyone said a word, lifted a finger? No, Lord Stark. 500 men and this room was silent as a crypt. Except for the screams, of course, and the Mad King laughing. And later... When I watched the Mad King die, I remembered him laughing as your father burned... It felt like justice. Jaime Lannister said to Eddard Stark.",500 men,just stood,there
2974,"500 men just stood there and watched. All the great knights of the Seven Kingdoms. You think anyone said a word, lifted a finger? No, Lord Stark. 500 men and this room was silent as a crypt. Except for the screams, of course, and the Mad King laughing. And later... When I watched the Mad King die, I remembered him laughing as your father burned... It felt like justice. Jaime Lannister said to Eddard Stark.",It,felt like,justice
2975,"500 men just stood there and watched. All the great knights of the Seven Kingdoms. You think anyone said a word, lifted a finger? No, Lord Stark. 500 men and this room was silent as a crypt. Except for the screams, of course, and the Mad King laughing. And later... When I watched the Mad King die, I remembered him laughing as your father burned... It felt like justice. Jaime Lannister said to Eddard Stark.",him,laughing,your father burned
2976,"500 men just stood there and watched. All the great knights of the Seven Kingdoms. You think anyone said a word, lifted a finger? No, Lord Stark. 500 men and this room was silent as a crypt. Except for the screams, of course, and the Mad King laughing. And later... When I watched the Mad King die, I remembered him laughing as your father burned... It felt like justice. Jaime Lannister said to Eddard Stark.",Jaime Lannister,said to,Eddard Stark
2977,Is that what you tell yourself at night? You're a servant of justice? That you were avenging my father when you shoved your sword in Aerys Targaryen's back? Eddard Stark said to Jaime Lannister.,you,tell,yourself
2978,Is that what you tell yourself at night? You're a servant of justice? That you were avenging my father when you shoved your sword in Aerys Targaryen's back? Eddard Stark said to Jaime Lannister.,You,'re servant of,justice
2979,Is that what you tell yourself at night? You're a servant of justice? That you were avenging my father when you shoved your sword in Aerys Targaryen's back? Eddard Stark said to Jaime Lannister.,You,'re,servant
2980,Is that what you tell yourself at night? You're a servant of justice? That you were avenging my father when you shoved your sword in Aerys Targaryen's back? Eddard Stark said to Jaime Lannister.,Aerys Targaryen,in,back
2981,Is that what you tell yourself at night? You're a servant of justice? That you were avenging my father when you shoved your sword in Aerys Targaryen's back? Eddard Stark said to Jaime Lannister.,you,were avenging,my father
2982,Is that what you tell yourself at night? You're a servant of justice? That you were avenging my father when you shoved your sword in Aerys Targaryen's back? Eddard Stark said to Jaime Lannister.,you,shoved,your sword
2983,Is that what you tell yourself at night? You're a servant of justice? That you were avenging my father when you shoved your sword in Aerys Targaryen's back? Eddard Stark said to Jaime Lannister.,Eddard Stark,said to,Jaime Lannister
2984,"A King should have scars, you fought off a direwolf. You're a warrior like your father. Cersei Baratheon said to Joffrey Baratheon.",King,have,scars
2985,"A King should have scars, you fought off a direwolf. You're a warrior like your father. Cersei Baratheon said to Joffrey Baratheon.",you,fought off,direwolf
2986,"A King should have scars, you fought off a direwolf. You're a warrior like your father. Cersei Baratheon said to Joffrey Baratheon.",You,'re warrior like,your father
2987,"A King should have scars, you fought off a direwolf. You're a warrior like your father. Cersei Baratheon said to Joffrey Baratheon.",You,'re,warrior
2988,"A King should have scars, you fought off a direwolf. You're a warrior like your father. Cersei Baratheon said to Joffrey Baratheon.",Cersei Baratheon,said to,Joffrey Baratheon
2989,"That's not true. You killed the beast. You only spared the girl because of the love your father bears her father. When Aerys Targaryen sat on the Iron Throne, your father was a rebel and a traitor. Someday you'll sit on the throne and the truth will be what you make it. Cersei Baratheon said to Joffrey Baratheon.",You,killed,beast
2990,"That's not true. You killed the beast. You only spared the girl because of the love your father bears her father. When Aerys Targaryen sat on the Iron Throne, your father was a rebel and a traitor. Someday you'll sit on the throne and the truth will be what you make it. Cersei Baratheon said to Joffrey Baratheon.",You,spared,girl
2991,"That's not true. You killed the beast. You only spared the girl because of the love your father bears her father. When Aerys Targaryen sat on the Iron Throne, your father was a rebel and a traitor. Someday you'll sit on the throne and the truth will be what you make it. Cersei Baratheon said to Joffrey Baratheon.",your father,bears,her father
2992,"That's not true. You killed the beast. You only spared the girl because of the love your father bears her father. When Aerys Targaryen sat on the Iron Throne, your father was a rebel and a traitor. Someday you'll sit on the throne and the truth will be what you make it. Cersei Baratheon said to Joffrey Baratheon.",You,only spared,girl
2993,"That's not true. You killed the beast. You only spared the girl because of the love your father bears her father. When Aerys Targaryen sat on the Iron Throne, your father was a rebel and a traitor. Someday you'll sit on the throne and the truth will be what you make it. Cersei Baratheon said to Joffrey Baratheon.",Aerys Targaryen,sat on,Iron Throne
2994,"That's not true. You killed the beast. You only spared the girl because of the love your father bears her father. When Aerys Targaryen sat on the Iron Throne, your father was a rebel and a traitor. Someday you'll sit on the throne and the truth will be what you make it. Cersei Baratheon said to Joffrey Baratheon.",your father,was,rebel
2995,"That's not true. You killed the beast. You only spared the girl because of the love your father bears her father. When Aerys Targaryen sat on the Iron Throne, your father was a rebel and a traitor. Someday you'll sit on the throne and the truth will be what you make it. Cersei Baratheon said to Joffrey Baratheon.",you,'ll sit on,throne
2996,"That's not true. You killed the beast. You only spared the girl because of the love your father bears her father. When Aerys Targaryen sat on the Iron Throne, your father was a rebel and a traitor. Someday you'll sit on the throne and the truth will be what you make it. Cersei Baratheon said to Joffrey Baratheon.",you,make,it
2997,"That's not true. You killed the beast. You only spared the girl because of the love your father bears her father. When Aerys Targaryen sat on the Iron Throne, your father was a rebel and a traitor. Someday you'll sit on the throne and the truth will be what you make it. Cersei Baratheon said to Joffrey Baratheon.",Cersei Baratheon,said to,Joffrey Baratheon
2998,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same. Jon Snow said to Tyrion Lannister.,My father,knew here same,me
2999,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same. Jon Snow said to Tyrion Lannister.,My father,knew same to,rot
3000,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same. Jon Snow said to Tyrion Lannister.,My father,knew here same to,rot
3001,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same. Jon Snow said to Tyrion Lannister.,My father,knew here same at,Wall
3002,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same. Jon Snow said to Tyrion Lannister.,My father,knew same,me
3003,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same. Jon Snow said to Tyrion Lannister.,My father,knew here at,Wall
3004,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same. Jon Snow said to Tyrion Lannister.,My father,knew same at,Wall
3005,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same. Jon Snow said to Tyrion Lannister.,My father,knew here to,rot
3006,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same. Jon Snow said to Tyrion Lannister.,My father,knew,me
3007,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same. Jon Snow said to Tyrion Lannister.,My father,knew here,me
3008,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same. Jon Snow said to Tyrion Lannister.,My father,knew to,rot
3009,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same. Jon Snow said to Tyrion Lannister.,My father,knew at,Wall
3010,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same. Jon Snow said to Tyrion Lannister.,Jon Snow,said to,Tyrion Lannister
3011,What if it comes back to him? If he tells his father what he saw... Cersei Baratheon said to Jaime Lannister.,it,comes back to,him
3012,What if it comes back to him? If he tells his father what he saw... Cersei Baratheon said to Jaime Lannister.,it,comes to,him
3013,What if it comes back to him? If he tells his father what he saw... Cersei Baratheon said to Jaime Lannister.,Cersei Baratheon,said to,Jaime Lannister
3014,What if it comes back to him? If he tells his father what he saw... Cersei Baratheon said to Jaime Lannister.,he,tells,his father
3015,My father taught me how to fight. He taught me that speed defeats size. Rakharo said to Jorah Mormont.,My father,taught,me
3016,My father taught me how to fight. He taught me that speed defeats size. Rakharo said to Jorah Mormont.,speed,defeats,size
3017,My father taught me how to fight. He taught me that speed defeats size. Rakharo said to Jorah Mormont.,He,taught,me
3018,My father taught me how to fight. He taught me that speed defeats size. Rakharo said to Jorah Mormont.,Rakharo,said to,Jorah Mormont
3019,I’ve heard that your father was a famous warrior. Jorah Mormont said to Rakharo.,your father,was,famous warrior
3020,I’ve heard that your father was a famous warrior. Jorah Mormont said to Rakharo.,your father,was,warrior
3021,I’ve heard that your father was a famous warrior. Jorah Mormont said to Rakharo.,father,was,famous
3022,I’ve heard that your father was a famous warrior. Jorah Mormont said to Rakharo.,Jorah Mormont,said to,Rakharo
3023,"He was bloodrider to Khal Bharbo. And your father, Jorah the Andal? He was a warrior also? Rakharo said to Jorah Mormont.",He,was bloodrider to,Khal Bharbo
3024,"He was bloodrider to Khal Bharbo. And your father, Jorah the Andal? He was a warrior also? Rakharo said to Jorah Mormont.",He,was,bloodrider
3025,"He was bloodrider to Khal Bharbo. And your father, Jorah the Andal? He was a warrior also? Rakharo said to Jorah Mormont.",your,father,Jorah Andal
3026,"He was bloodrider to Khal Bharbo. And your father, Jorah the Andal? He was a warrior also? Rakharo said to Jorah Mormont.",He,was,warrior
3027,"He was bloodrider to Khal Bharbo. And your father, Jorah the Andal? He was a warrior also? Rakharo said to Jorah Mormont.",He,was,warrior also
3028,"He was bloodrider to Khal Bharbo. And your father, Jorah the Andal? He was a warrior also? Rakharo said to Jorah Mormont.",Rakharo,said to,Jorah Mormont
3029,My father once told me you were the best he'd ever seen. I never knew the man to be wrong about matters of combat. Eddard Stark said to Barristan Selmy.,My father,told,me
3030,My father once told me you were the best he'd ever seen. I never knew the man to be wrong about matters of combat. Eddard Stark said to Barristan Selmy.,My father,once told,me
3031,My father once told me you were the best he'd ever seen. I never knew the man to be wrong about matters of combat. Eddard Stark said to Barristan Selmy.,Eddard Stark,said to,Barristan Selmy
3032,"He was a fine man, your father. What the Mad King did to him was a terrible crime. Barristan Selmy said to Eddard Stark.",He,was,fine
3033,"He was a fine man, your father. What the Mad King did to him was a terrible crime. Barristan Selmy said to Eddard Stark.",He,was,fine man
3034,"He was a fine man, your father. What the Mad King did to him was a terrible crime. Barristan Selmy said to Eddard Stark.",He,was,man
3035,"He was a fine man, your father. What the Mad King did to him was a terrible crime. Barristan Selmy said to Eddard Stark.",Barristan Selmy,said to,Eddard Stark
3036,"Hmm... A bloody idiot... But Cersei insisted. I have Jon Arryn to thank for her. `` Cersei Lannister will make a good match'', he told me. `` You'll need her father on your side.''I thought being King meant I could do whatever I wanted. Enough of this! Let's go watch'em ride. At least I can smell someone else's blood. Robert Baratheon said to Eddard Stark.",I,have,Jon Arryn
3037,"Hmm... A bloody idiot... But Cersei insisted. I have Jon Arryn to thank for her. `` Cersei Lannister will make a good match'', he told me. `` You'll need her father on your side.''I thought being King meant I could do whatever I wanted. Enough of this! Let's go watch'em ride. At least I can smell someone else's blood. Robert Baratheon said to Eddard Stark.",he,told,me
3038,"Hmm... A bloody idiot... But Cersei insisted. I have Jon Arryn to thank for her. `` Cersei Lannister will make a good match'', he told me. `` You'll need her father on your side.''I thought being King meant I could do whatever I wanted. Enough of this! Let's go watch'em ride. At least I can smell someone else's blood. Robert Baratheon said to Eddard Stark.",Cersei Lannister,told,me
3039,"Hmm... A bloody idiot... But Cersei insisted. I have Jon Arryn to thank for her. `` Cersei Lannister will make a good match'', he told me. `` You'll need her father on your side.''I thought being King meant I could do whatever I wanted. Enough of this! Let's go watch'em ride. At least I can smell someone else's blood. Robert Baratheon said to Eddard Stark.",You,'ll need,her father
3040,"Hmm... A bloody idiot... But Cersei insisted. I have Jon Arryn to thank for her. `` Cersei Lannister will make a good match'', he told me. `` You'll need her father on your side.''I thought being King meant I could do whatever I wanted. Enough of this! Let's go watch'em ride. At least I can smell someone else's blood. Robert Baratheon said to Eddard Stark.",You,'ll need on,your side
3041,"Hmm... A bloody idiot... But Cersei insisted. I have Jon Arryn to thank for her. `` Cersei Lannister will make a good match'', he told me. `` You'll need her father on your side.''I thought being King meant I could do whatever I wanted. Enough of this! Let's go watch'em ride. At least I can smell someone else's blood. Robert Baratheon said to Eddard Stark.",'s,go,watch
3042,"Hmm... A bloody idiot... But Cersei insisted. I have Jon Arryn to thank for her. `` Cersei Lannister will make a good match'', he told me. `` You'll need her father on your side.''I thought being King meant I could do whatever I wanted. Enough of this! Let's go watch'em ride. At least I can smell someone else's blood. Robert Baratheon said to Eddard Stark.",someone,has,blood
3043,"Hmm... A bloody idiot... But Cersei insisted. I have Jon Arryn to thank for her. `` Cersei Lannister will make a good match'', he told me. `` You'll need her father on your side.''I thought being King meant I could do whatever I wanted. Enough of this! Let's go watch'em ride. At least I can smell someone else's blood. Robert Baratheon said to Eddard Stark.",I,can smell,someone 's blood
3044,"Hmm... A bloody idiot... But Cersei insisted. I have Jon Arryn to thank for her. `` Cersei Lannister will make a good match'', he told me. `` You'll need her father on your side.''I thought being King meant I could do whatever I wanted. Enough of this! Let's go watch'em ride. At least I can smell someone else's blood. Robert Baratheon said to Eddard Stark.",I,can smell,someone else 's blood
3045,"Hmm... A bloody idiot... But Cersei insisted. I have Jon Arryn to thank for her. `` Cersei Lannister will make a good match'', he told me. `` You'll need her father on your side.''I thought being King meant I could do whatever I wanted. Enough of this! Let's go watch'em ride. At least I can smell someone else's blood. Robert Baratheon said to Eddard Stark.",Robert Baratheon,said to,Eddard Stark
3046,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",They,looking for,me
3047,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",They,be,'ll out in droves
3048,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",They,looking in,place
3049,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",They,be,'ll out
3050,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",They,looking in,wrong place
3051,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",'s,probably gotten to,my father
3052,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",'s,probably gotten to,my father by now
3053,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",'s,gotten to,my father by now
3054,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",'s,gotten to,my father
3055,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",Lannister,always pays,his debts
3056,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",Lannister,pays,his debts
3057,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",you,Would,Would so good
3058,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",you,Would,Would good
3059,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",you,untie,me
3060,"Very wise. They'll be out in droves, looking for me in the wrong place. Word's probably gotten to my father by now. He'll be offering a handsome reward. Everyone knows a Lannister always pays his debts. Would you be so good as to untie me? Tyrion Lannister said to Catelyn Stark.",Tyrion Lannister,said to,Catelyn Stark
3061,"A “ ward ”, that’s a nice word for it. Your father rebelled against King Robert and if he does it again… Roslin said to Theon Greyjoy.",ward,has,nice
3062,"A “ ward ”, that’s a nice word for it. Your father rebelled against King Robert and if he does it again… Roslin said to Theon Greyjoy.",ward,has,word
3063,"A “ ward ”, that’s a nice word for it. Your father rebelled against King Robert and if he does it again… Roslin said to Theon Greyjoy.",ward,has,nice word
3064,"A “ ward ”, that’s a nice word for it. Your father rebelled against King Robert and if he does it again… Roslin said to Theon Greyjoy.",ward,'s nice word for,it
3065,"A “ ward ”, that’s a nice word for it. Your father rebelled against King Robert and if he does it again… Roslin said to Theon Greyjoy.",ward,'s word for,it
3066,"A “ ward ”, that’s a nice word for it. Your father rebelled against King Robert and if he does it again… Roslin said to Theon Greyjoy.",he,does,it
3067,"A “ ward ”, that’s a nice word for it. Your father rebelled against King Robert and if he does it again… Roslin said to Theon Greyjoy.",Your father,rebelled against,King Robert
3068,"A “ ward ”, that’s a nice word for it. Your father rebelled against King Robert and if he does it again… Roslin said to Theon Greyjoy.",Roslin,said to,Theon Greyjoy
3069,"A “ ward ”, that’s a nice word for it. Your father rebelled against King Robert and if he does it again… Roslin said to Theon Greyjoy.",he,does again,it
3070,My father fought for the freedom of his people! What did your father do? Fucked a cook and whelped a whore. Theon Greyjoy said to Roslin.,My father,fought for,freedom of his people
3071,My father fought for the freedom of his people! What did your father do? Fucked a cook and whelped a whore. Theon Greyjoy said to Roslin.,My father,fought for,freedom
3072,My father fought for the freedom of his people! What did your father do? Fucked a cook and whelped a whore. Theon Greyjoy said to Roslin.,cook,whelped,whore
3073,My father fought for the freedom of his people! What did your father do? Fucked a cook and whelped a whore. Theon Greyjoy said to Roslin.,Theon Greyjoy,said to,Roslin
3074,I want to see my father. Arya Stark said to Guard Captain.,I,see,my father
3075,I want to see my father. Arya Stark said to Guard Captain.,Arya Stark,said to,Guard Captain
3076,"You want your father, boy? He's lying on the floor of some tavern, getting pissed on by his friends. Guard Captain said to Arya Stark.",You,want,boy
3077,"You want your father, boy? He's lying on the floor of some tavern, getting pissed on by his friends. Guard Captain said to Arya Stark.",your,father,boy
3078,"You want your father, boy? He's lying on the floor of some tavern, getting pissed on by his friends. Guard Captain said to Arya Stark.",You,want,your father
3079,"You want your father, boy? He's lying on the floor of some tavern, getting pissed on by his friends. Guard Captain said to Arya Stark.",He,getting pissed on,on his friends
3080,"You want your father, boy? He's lying on the floor of some tavern, getting pissed on by his friends. Guard Captain said to Arya Stark.",He,'s lying on,floor
3081,"You want your father, boy? He's lying on the floor of some tavern, getting pissed on by his friends. Guard Captain said to Arya Stark.",He,getting,pissed
3082,"You want your father, boy? He's lying on the floor of some tavern, getting pissed on by his friends. Guard Captain said to Arya Stark.",He,'s lying on,floor of tavern
3083,"You want your father, boy? He's lying on the floor of some tavern, getting pissed on by his friends. Guard Captain said to Arya Stark.",Guard Captain,said to,Arya Stark
3084,"My father is Hand of the King! I'm not a boy. I'm Arya Stark of Winterfell and if you lay a hand on me, my father will have both your heads on spikes! Now are you going to let me by or do I need to smack you on the ear to help with your hearing? Arya Stark said to Guard Captain.",My father,is,Hand
3085,"My father is Hand of the King! I'm not a boy. I'm Arya Stark of Winterfell and if you lay a hand on me, my father will have both your heads on spikes! Now are you going to let me by or do I need to smack you on the ear to help with your hearing? Arya Stark said to Guard Captain.",My father,is Hand of,King
3086,"My father is Hand of the King! I'm not a boy. I'm Arya Stark of Winterfell and if you lay a hand on me, my father will have both your heads on spikes! Now are you going to let me by or do I need to smack you on the ear to help with your hearing? Arya Stark said to Guard Captain.",you,lay on,me
3087,"My father is Hand of the King! I'm not a boy. I'm Arya Stark of Winterfell and if you lay a hand on me, my father will have both your heads on spikes! Now are you going to let me by or do I need to smack you on the ear to help with your hearing? Arya Stark said to Guard Captain.",my father,will have,your heads
3088,"My father is Hand of the King! I'm not a boy. I'm Arya Stark of Winterfell and if you lay a hand on me, my father will have both your heads on spikes! Now are you going to let me by or do I need to smack you on the ear to help with your hearing? Arya Stark said to Guard Captain.",I,'m,Arya Stark
3089,"My father is Hand of the King! I'm not a boy. I'm Arya Stark of Winterfell and if you lay a hand on me, my father will have both your heads on spikes! Now are you going to let me by or do I need to smack you on the ear to help with your hearing? Arya Stark said to Guard Captain.",you,lay hand on,me
3090,"My father is Hand of the King! I'm not a boy. I'm Arya Stark of Winterfell and if you lay a hand on me, my father will have both your heads on spikes! Now are you going to let me by or do I need to smack you on the ear to help with your hearing? Arya Stark said to Guard Captain.",I,'m,Arya Stark of Winterfell
3091,"My father is Hand of the King! I'm not a boy. I'm Arya Stark of Winterfell and if you lay a hand on me, my father will have both your heads on spikes! Now are you going to let me by or do I need to smack you on the ear to help with your hearing? Arya Stark said to Guard Captain.",you,lay,hand
3092,"My father is Hand of the King! I'm not a boy. I'm Arya Stark of Winterfell and if you lay a hand on me, my father will have both your heads on spikes! Now are you going to let me by or do I need to smack you on the ear to help with your hearing? Arya Stark said to Guard Captain.",I,smack,you
3093,"My father is Hand of the King! I'm not a boy. I'm Arya Stark of Winterfell and if you lay a hand on me, my father will have both your heads on spikes! Now are you going to let me by or do I need to smack you on the ear to help with your hearing? Arya Stark said to Guard Captain.",Arya Stark,said to,Guard Captain
3094,"Come along, my Lady. You heard your father. Jory Cassel said to Eddard Stark.",You,heard,your father
3095,"Come along, my Lady. You heard your father. Jory Cassel said to Eddard Stark.",Jory Cassel,said to,Eddard Stark
3096,How many guards does my father have? Arya Stark said to Jory Cassel.,my father,does have,How many guards
3097,How many guards does my father have? Arya Stark said to Jory Cassel.,my father,does have,guards
3098,How many guards does my father have? Arya Stark said to Jory Cassel.,my father,does have,many guards
3099,How many guards does my father have? Arya Stark said to Jory Cassel.,Arya Stark,said to,Jory Cassel
3100,He's Tyrion the Imp of House Lannister. He killed your father. He murdered the Hand of the King! Lysa Arryn said to Tyrion Lannister.,He,has,Tyrion
3101,He's Tyrion the Imp of House Lannister. He killed your father. He murdered the Hand of the King! Lysa Arryn said to Tyrion Lannister.,He,killed,your father
3102,He's Tyrion the Imp of House Lannister. He killed your father. He murdered the Hand of the King! Lysa Arryn said to Tyrion Lannister.,Lysa Arryn,said to,Tyrion Lannister
3103,"My brother thinks that anyone who hasn't been to war isn't a man. He treats me as if I'm a spoiled child. Oh, and you're not? Loras Tyrell, the Knight of the Flowers? How many wars have you fought in? Oh, and how much did your father spend on that armor of yours? Renly Baratheon said to Loras Tyrell.",I,'m,spoiled
3104,"My brother thinks that anyone who hasn't been to war isn't a man. He treats me as if I'm a spoiled child. Oh, and you're not? Loras Tyrell, the Knight of the Flowers? How many wars have you fought in? Oh, and how much did your father spend on that armor of yours? Renly Baratheon said to Loras Tyrell.",He,treats,me
3105,"My brother thinks that anyone who hasn't been to war isn't a man. He treats me as if I'm a spoiled child. Oh, and you're not? Loras Tyrell, the Knight of the Flowers? How many wars have you fought in? Oh, and how much did your father spend on that armor of yours? Renly Baratheon said to Loras Tyrell.",I,'m,child
3106,"My brother thinks that anyone who hasn't been to war isn't a man. He treats me as if I'm a spoiled child. Oh, and you're not? Loras Tyrell, the Knight of the Flowers? How many wars have you fought in? Oh, and how much did your father spend on that armor of yours? Renly Baratheon said to Loras Tyrell.",I,'m,spoiled child
3107,"My brother thinks that anyone who hasn't been to war isn't a man. He treats me as if I'm a spoiled child. Oh, and you're not? Loras Tyrell, the Knight of the Flowers? How many wars have you fought in? Oh, and how much did your father spend on that armor of yours? Renly Baratheon said to Loras Tyrell.",Loras Tyrell,Knight of,Flowers
3108,"My brother thinks that anyone who hasn't been to war isn't a man. He treats me as if I'm a spoiled child. Oh, and you're not? Loras Tyrell, the Knight of the Flowers? How many wars have you fought in? Oh, and how much did your father spend on that armor of yours? Renly Baratheon said to Loras Tyrell.",you,have fought in,How many wars
3109,"My brother thinks that anyone who hasn't been to war isn't a man. He treats me as if I'm a spoiled child. Oh, and you're not? Loras Tyrell, the Knight of the Flowers? How many wars have you fought in? Oh, and how much did your father spend on that armor of yours? Renly Baratheon said to Loras Tyrell.",you,have fought in,wars
3110,"My brother thinks that anyone who hasn't been to war isn't a man. He treats me as if I'm a spoiled child. Oh, and you're not? Loras Tyrell, the Knight of the Flowers? How many wars have you fought in? Oh, and how much did your father spend on that armor of yours? Renly Baratheon said to Loras Tyrell.",you,have fought in,many wars
